name,column_name,n_tuples,missing_perc,constancy,imbalance,uniqueness,unalikeability,entropy,density,mean_char,std_char,skewness_char,kurtosis_char,min_char,max_char,ml_method,impute_standard,impute_mode,impute_random,impute_knn,impute_mice,impute_logistic_regression,impute_random_forest,impute_kproto,impute_xgb_imputer,impute_catboost,impute_rfi,impute_mlp
BachChoralHarmony,V1,5665,0.5017,0.0344,4.619,0.0213,0.9815,4.032,0.0083,8.0,0.0,,,8.0,8.0,DecisionTree,0.3486472897610237,0.3483168115820607,0.3388336667946308,0.3335336694127481,0.3373597014299104,0.3442031674089021,0.3179123918704802,0.3477830322312734,0.4316742428205781,0.4321253967154493,0.4353670354173162,0.4312613725300269
BachChoralHarmony,V1,5665,0.5017,0.0344,4.619,0.0213,0.9815,4.032,0.0083,8.0,0.0,,,8.0,8.0,LogisticRegression,0.4354532664636016,0.4329443948983721,0.3981146863056898,0.4206662756777905,0.4208427418973836,0.4181170603374894,0.405254052699573,0.4329443948983721,0.4976541945270231,0.4987288725855944,0.4958423233101103,0.4947291183610921
BachChoralHarmony,V1,5665,0.5017,0.0344,4.619,0.0213,0.9815,4.032,0.0083,8.0,0.0,,,8.0,8.0,KNN,0.3692408328533217,0.3703235686226334,0.3349033689903359,0.351822622010173,0.3500952307940709,0.3644535677849083,0.3586768506313819,0.3703235686226334,0.4584438071633226,0.458112371434766,0.4580814969310404,0.455031708578855
BachChoralHarmony,V1,5665,0.5017,0.0344,4.619,0.0213,0.9815,4.032,0.0083,8.0,0.0,,,8.0,8.0,RandomForest,0.4093759220715756,0.4027199162730265,0.3795867535423748,0.3752643048731459,0.3770718314040453,0.3808610263573373,0.3550460488131906,0.4054967088835481,0.4701831364122097,0.4719181831759403,0.474676224819893,0.4662391826311132
BachChoralHarmony,V1,5665,0.5017,0.0344,4.619,0.0213,0.9815,4.032,0.0083,8.0,0.0,,,8.0,8.0,AdaBoost,0.0673798875795356,0.0673798875795356,0.0627925394252876,0.0627925394252876,0.0627925394252876,0.0627925394252876,0.0627925394252876,0.0673798875795356,0.0619545582019639,0.0619545582019639,0.0619545582019639,0.0619545582019639
BachChoralHarmony,V1,5665,0.5034,0.0398,8.0,0.0213,0.9813,4.0257,0.0037,8.0,0.0,,,8.0,8.0,SVC,0.4117621408086747,0.4112085791237758,0.3648966862163978,0.3931548411770016,0.391256423734635,0.4079920667216194,0.3832814619062522,0.4112085791237758,0.497767716624114,0.4981729923494331,0.4972440820475309,0.497454346802582
BachChoralHarmony,V1,5665,0.4455,0.0328,4.12,0.0191,0.9817,4.0402,0.0063,8.0,0.0,,,8.0,8.0,DecisionTree,0.3547265067982311,0.3520703233999706,0.3577811614593917,0.3365620350827091,0.3369836803855672,0.3509490090861271,0.3283809092113753,0.3506848531058486,0.425814512635248,0.4287282088953238,0.428639192262544,0.4276599829818487
BachChoralHarmony,V1,5665,0.4455,0.0328,4.12,0.0191,0.9817,4.0402,0.0063,8.0,0.0,,,8.0,8.0,LogisticRegression,0.438583836395135,0.4371046230378126,0.4045767208735588,0.4185567180272169,0.4169618394326072,0.433150857189793,0.4150598563162543,0.4371046230378126,0.4961008777920806,0.4961467687398486,0.4958578332677601,0.4945097330946847
BachChoralHarmony,V1,5665,0.4455,0.0328,4.12,0.0191,0.9817,4.0402,0.0063,8.0,0.0,,,8.0,8.0,KNN,0.3832951936801678,0.382417812201385,0.3448144119438189,0.3638481655308307,0.3654675688814619,0.3753362876854099,0.370280745604393,0.382417812201385,0.4570784670002063,0.4555717196531863,0.4566299126844019,0.454863522614717
BachChoralHarmony,V1,5665,0.4455,0.0328,4.12,0.0191,0.9817,4.0402,0.0063,8.0,0.0,,,8.0,8.0,RandomForest,0.4208424546598602,0.4167708721272016,0.3964415607062286,0.3723201944380134,0.3753751958428943,0.3999396438185579,0.3657634649366429,0.4140146184122747,0.4666842687816039,0.4696493202632136,0.4645917442182837,0.4659981226495724
